YEAR_NBR,GENDER_CD,AGE_GROUP_CD,UC_NIV1,UC_NIV2,UC_NIV3,UC_NIV4,UC_CD,TOT_DEATHS_AMT,STD_DEATHS_NBR
2023,1,75,K00-K93: ziekten van spijsverteringsstelsel,K90-K93: overige ziekten van spijsverteringsstelsel,K92: overige ziekten van spijsverteringsstelsel,K921: melaena,K921,1,0.032
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I67: overige cerebrovasculaire ziekten,"I677: cerebrale arteriitis, niet elders geclassificeerd",I677,1,0.018
2023,2,85,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,"G931: hersenbeschadiging door zuurstofgebrek [anoxie], niet elders geclassificeerd",G931,3,0.0525
2023,2,90,G00-G99: ziekten van zenuwstelsel,G30-G32: overige degeneratieve ziekten van zenuwstelsel,"G31: overige degeneratieve ziekten van zenuwstelsel, niet elders geclassificeerd","G319: degeneratieve ziekte van zenuwstelsel, niet gespecificeerd",G319,3,0.0544
2023,1,65,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I61: intracerebrale bloeding,I614: intracerebrale bloeding in cerebellum,I614,2,0.055
2023,1,80,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,Y34: niet gespecificeerde gebeurtenis - opzet niet bepaald,,Y34,5,0.1525
2023,1,55,J00-J99: ziekten van ademhalingsstelsel,J09-J18: influenza en pneumonie,"J18: pneumonie, organisme niet gespecificeerd","J189: pneumonie, niet gespecificeerd",J189,13,0.351
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C22: maligne neoplasma van lever en intrahepatische galwegen,C220: levercelcarcinoom,C220,8,0.212
2023,1,85,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,"D47: overige neoplasmata met onzeker of onbekend gedrag van lymfoïd, hematopoëtisch en verwant weefsel",D472: monoclonale gammopathie,D472,2,0.0555
2023,2,55,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C04: maligne neoplasma van mondbodem,"C049: mondbodem, niet gespecificeerd",C049,2,0.052
2023,1,80,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C37: maligne neoplasma van thymus,,C37,2,0.06
2023,1,80,N00-N99: ziekten van urogenitaal stelsel,N40-N51: ziekten van mannelijke geslachtsorganen,N42: overige aandoeningen van prostaat,N421: congestie en bloeding van prostaat,N421,1,0.03
2023,1,70,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,G936: hersenoedeem,G936,1,0.03
2023,1,80,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A40: sepsis door streptokokken,A408: sepsis door overige gespecificeerde streptokokken,A408,1,0.03
2023,1,80,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D48: neoplasma met onzeker of onbekend gedrag van overige en niet gespecificeerde lokalisatie,"D489: neoplasma met onzeker of onbekend gedrag, niet gespecificeerd",D489,2,0.06
2023,2,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C16: maligne neoplasma van maag,C160: cardia,C160,1,0.018
2023,1,40,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K85: acute pancreatitis,K852: alcohol-geïnduceerde acute pancreatitis,K852,1,0.035
2023,2,55,I00-I99: ziekten van hart en vaatstelsel,I10-I15: hypertensieve ziekten,I12: hypertensieve nierziekte,I120: hypertensieve nierziekte met nierinsufficiëntie,I120,1,0.026
2023,1,75,K00-K93: ziekten van spijsverteringsstelsel,"K20-K31: ziekten van slokdarm, maag en duodenum",K26: ulcus duodeni,"K265: ulcus duodeni, chronisch of niet gespecificeerd met perforatie",K265,1,0.032
2023,1,0,P00-P96: bepaalde aandoeningen die hun oorsprong hebben in perinatale periode,P20-P29: aandoeningen van ademhalingsstelsel en van hart en vaatstelsel specifiek voor perinatale periode,"P29: cardiovasculaire aandoeningen, ontstaan in perinatale periode","P298: overige gespecificeerde cardiovasculaire aandoeningen, ontstaan in perinatale periode",P298,1,0.031
2023,1,50,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,Y34: niet gespecificeerde gebeurtenis - opzet niet bepaald,,Y34,22,0.672
2023,1,80,I00-I99: ziekten van hart en vaatstelsel,I95-I99: overige en niet gespecificeerde aandoeningen van hart en vaatstelsel,I99: overige en niet gespecificeerde aandoeningen van hart en vaatstelsel,,I99,4,0.1225
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I61: intracerebrale bloeding,"I611: intracerebrale bloeding in hemisfeer, corticaal",I611,3,0.0525
2023,1,70,J00-J99: ziekten van ademhalingsstelsel,J60-J70: longaandoeningen door uitwendige agentia,J69: pneumonitis door vaste stoffen en vloeistoffen,J690: pneumonitis door voedsel en braaksel,J690,20,0.61
2023,1,80,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C91: lymfatische leukemie,C910: acute lymfoblastenleukemie,C910,2,0.06
2023,1,50,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I63: cerebraal infarct,"I639: cerebraal infarct, niet gespecificeerd",I639,2,0.063
2023,2,65,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A46: erysipelas,,A46,2,0.055
2023,1,95,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C22: maligne neoplasma van lever en intrahepatische galwegen,C220: levercelcarcinoom,C220,1,0.0504
2023,2,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C76: maligne neoplasma van overige en slecht omschreven lokalisaties,C763: bekken,C763,1,0.028
2023,1,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C17: maligne neoplasma van dunne darm,C170: duodenum,C170,1,0.032
2023,1,25,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R95-R99: onvolledig omschreven en onbekende oorzaken van sterfte,R98: overlijden buiten aanwezigheid van anderen,,R98,1,0.03
2023,2,75,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K86: overige ziekten van pancreas,"K869: ziekte van pancreas, niet gespecificeerd",K869,1,0.028
2023,2,75,A00-B99: infectieziekten en parasitaire aandoeningen,B20-B24: ziekte door humaan immuno deficientievirus [hiv],B24: niet gespecificeerd ziekte door humaan immunodeficiëntievirus [hiv],,B24,1,0.028
2023,1,25,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,"C72: maligne neoplasma van ruggenmerg, hersenzenuwen en overige delen van centraal zenuwstelsel","C729: centraal zenuwstelsel, niet gespecificeerd",C729,1,0.03
2023,2,70,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I48: atriumfibrillatie en -flutter,"I489: atriumfibrillatie en -flutter, niet gespecificeerd",I489,7,0.2
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C13: maligne neoplasma van hypofarynx,"C139: hypofarynx, niet gespecificeerd",C139,4,0.12
2023,1,50,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W19: niet gespecificeerde val,,W19,8,0.245
2023,2,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C45: mesothelioom,"C459: mesothelioom, niet gespecificeerd",C459,3,0.085
2023,1,85,V01-Y98: uitwendige oorzaken van ziekte en sterfte,Y10-Y34: gebeurtenis waarvan niet duidelijk is of deze accidenteel of opzettelijk is ontstaan,"Y20: ophanging, wurging en verstikking - opzet niet bepaald",,Y20,2,0.0555
2023,2,90,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I44: atrioventriculair block en linker-bundeltakblock,I443: overig en niet gespecificeerd atrioventriculair block,I443,3,0.0544
2023,1,40,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I77: overige aandoeningen van arteriën en arteriolen,"I776: arteriitis, niet gespecificeerd",I776,1,0.035
2023,1,60,K00-K93: ziekten van spijsverteringsstelsel,K90-K93: overige ziekten van spijsverteringsstelsel,K90: intestinale malabsorptie,"K909: malabsorptie, niet gespecificeerd",K909,1,0.024
2023,1,85,M00-M99: ziekten van botspierstelsel en bindweefsel,M60-M79: aandoeningen van weke delen,M60: myositis,M608: overige gespecificeerde vormen van myositis,M608,1,0.0285
2023,2,80,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,"D47: overige neoplasmata met onzeker of onbekend gedrag van lymfoïd, hematopoëtisch en verwant weefsel","D479: neoplasma met onzeker of onbekend gedrag van lymfatisch, hematopoëtisch en verwant weefsel, niet gespecificeerd",D479,1,0.0225
2023,2,65,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C69: maligne neoplasma van oog en adnexen,C698: neoplasma met overlappende lokalisatie van oog en adnexen,C698,1,0.0275
2023,2,85,A00-B99: infectieziekten en parasitaire aandoeningen,B00-B09: virusinfecties gekenmerkt door huid-en slijmvliesafwijkingen,B02: herpes zoster,B023: oogziekte bij herpes zoster,B023,1,0.018
2023,2,95,M00-M99: ziekten van botspierstelsel en bindweefsel,M30-M36: systeemziekten van bindweefsel,M35: overige systeemziekten van bindweefsel,"M359: systeemziekte van bindweefsel, niet gespecificeerd",M359,1,0.0164
2023,1,80,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D43: neoplasma met onzeker of onbekend gedrag van hersenen en centraal zenuwstelsel,D434: ruggenmerg,D434,1,0.03
2023,1,70,V01-Y98: uitwendige oorzaken van ziekte en sterfte,V01-V99: vervoersongevallen,V29: motorrijder gewond bij overige en niet gespecificeerde vervoersongevallen,V299: motorrijder [elke] gewond bij niet gespecificeerd verkeersongeval,V299,1,0.03
2023,1,35,"Q00-Q99: congenitale afwijkingen, misvormingen en chromosoomafwijkingen",Q80-Q89: overige congenitale misvormingen,Q87: overige gespecificeerde congenitale gestoorde-ontwikkelingssyndromen waarbij multipele orgaansystemen zijn aangedaan,Q874: syndroom van marfan,Q874,1,0.035
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C71: maligne neoplasma van hersenen,"C719: hersenen, niet gespecificeerd",C719,5,0.15
2023,2,90,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,"K72: leverinsufficiëntie, niet elders geclassificeerd","K729: leverinsufficiëntie, niet gespecificeerd",K729,3,0.0544
2023,2,60,J00-J99: ziekten van ademhalingsstelsel,J40-J47: chronische aandoeningen van onderste luchtwegen,J44: overige chronische obstructieve longaandoeningen,J440: chronische obstructieve longaandoening met acute infectie van onderste luchtwegen,J440,10,0.264
2023,2,75,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,"I219: acuut myocardinfarct, niet gespecificeerd",I219,61,1.624
2023,1,55,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I51: complicaties en slecht omschreven hartziekten,I518: overige slecht omschreven hartziekten,I518,16,0.429
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I71: aneurysma en dissectie van aorta,"I718: aneurysma van niet gespecificeerd deel van aorta, met ruptuur",I718,5,0.0885
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I21: acuut myocardinfarct,I210: acuut transmuraal myocardinfarct van voorwand,I210,3,0.1152
2023,1,70,M00-M99: ziekten van botspierstelsel en bindweefsel,M40-M54: dorsopathieën,M48: overige spondylopathieën,M480: spinale stenose,M480,1,0.03
2023,2,45,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I62: overige niet-traumatische intracraniale bloeding,"I629: intracraniale bloeding (niet-traumatisch), niet gespecificeerd",I629,1,0.035
2023,2,65,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,"K72: leverinsufficiëntie, niet elders geclassificeerd",K720: acute en subacute leverinsufficiëntie,K720,1,0.0275
2023,1,45,G00-G99: ziekten van zenuwstelsel,G90-G99: overige aandoeningen van zenuwstelsel,G93: overige hersenaandoeningen,"G931: hersenbeschadiging door zuurstofgebrek [anoxie], niet elders geclassificeerd",G931,1,0.035
2023,1,75,A00-B99: infectieziekten en parasitaire aandoeningen,B35-B49: schimmelziekten,B44: aspergillose,"B449: aspergillose, niet gespecificeerd",B449,1,0.032
2023,2,60,J00-J99: ziekten van ademhalingsstelsel,J60-J70: longaandoeningen door uitwendige agentia,J70: respiratoire aandoeningen door andere uitwendige agentia,J702: acute door geneesmiddelen geïnduceerde interstitiële longaandoeningen,J702,1,0.024
2023,1,30,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C84: rijp t/nk - cel lymfoom,"C849: rijp t/nk-cel lymfoom, niet gespecificeerd",C849,1,0.0325
2023,1,60,G00-G99: ziekten van zenuwstelsel,G60-G64: polyneuropathieën en overige aandoeningen van perifeer zenuwstelsel,G62: overige polyneuropathieën,G628: overige gespecificeerde polyneuropathieën,G628,1,0.024
2023,2,85,I00-I99: ziekten van hart en vaatstelsel,I10-I15: hypertensieve ziekten,I12: hypertensieve nierziekte,I129: hypertensieve nierziekte zonder nierinsufficiëntie,I129,1,0.018
2023,2,65,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I46: hartstilstand,"I461: plotse hartdood, als zodanig omschreven",I461,1,0.0275
2023,1,90,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I20: angina pectoris,I200: instabiele angina pectoris,I200,1,0.0384
2023,2,55,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C71: maligne neoplasma van hersenen,"C719: hersenen, niet gespecificeerd",C719,1,0.026
2023,2,80,A00-B99: infectieziekten en parasitaire aandoeningen,A00-A09: intestinale infecties,A08: virale en overige gespecificeerde intestinale infecties,"A084: intestinale virusinfectie, niet gespecificeerd",A084,1,0.0225
2023,1,50,J00-J99: ziekten van ademhalingsstelsel,J85-J86: etterige en necrotische aandoeningen van onderste luchtwegen,J86: pyothorax,J869: pyothorax zonder fistel,J869,1,0.028
2023,1,85,K00-K93: ziekten van spijsverteringsstelsel,K65-K67: ziekten van peritoneum,K65: peritonitis,"K659: peritonitis, niet gespecificeerd",K659,1,0.0285
2023,1,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C90: multipel myeloom en maligne neoplasmata van plasmacellen,C901: plasmacellen-leukemie,C901,1,0.032
2023,2,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C34: maligne neoplasma van bronchus en long,"C343: onderkwab, bronchus of long",C343,1,0.03
2023,2,95,M00-M99: ziekten van botspierstelsel en bindweefsel,M00-M25: artropathieën,"M25: overige gewrichtsaandoeningen, niet elders geclassificeerd",M255: gewrichtspijn,M255,1,0.0164
2023,1,70,J00-J99: ziekten van ademhalingsstelsel,J60-J70: longaandoeningen door uitwendige agentia,J70: respiratoire aandoeningen door andere uitwendige agentia,"J704: door geneesmiddelen geïnduceerde interstitiële longaandoening, niet gespecificeerd",J704,1,0.03
2023,1,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C63: maligne neoplasma van overige en niet gespecificeerde mannelijke geslachtsorganen,"C639: mannelijk geslachtsorgaan, niet gespecificeerd",C639,1,0.0285
2023,1,75,I00-I99: ziekten van hart en vaatstelsel,I10-I15: hypertensieve ziekten,I10: essentiële (primaire) hypertensie,,I10,4,0.124
2023,2,75,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I71: aneurysma en dissectie van aorta,"I712: aneurysma van aorta thoracalis, zonder vermelding van ruptuur",I712,1,0.028
2023,2,85,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,K76: overige leverziekten,K767: hepatorenaal syndroom,K767,1,0.018
2023,1,85,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E70-E90: stofwisselingsstoornissen,"E87: overige stoornissen van vocht-, elektrolyten- en zuur-base-evenwicht",E875: hyperkaliëmie,E875,1,0.0285
2023,1,75,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I51: complicaties en slecht omschreven hartziekten,I518: overige slecht omschreven hartziekten,I518,18,0.552
2023,1,65,J00-J99: ziekten van ademhalingsstelsel,J40-J47: chronische aandoeningen van onderste luchtwegen,J44: overige chronische obstructieve longaandoeningen,"J449: chronische obstructieve longaandoening, niet gespecificeerd",J449,70,1.9635
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C16: maligne neoplasma van maag,C160: cardia,C160,6,0.185
2023,2,95,I00-I99: ziekten van hart en vaatstelsel,I30-I52: overige hartziekten,I48: atriumfibrillatie en -flutter,I482: permanente atriumfibrillatie,I482,4,0.0652
2023,1,55,J00-J99: ziekten van ademhalingsstelsel,J95-J99: overige aandoeningen van ademhalingsstelsel,J98: overige respiratoire aandoeningen,J984: overige longaandoeningen,J984,2,0.052
2023,1,55,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C16: maligne neoplasma van maag,C160: cardia,C160,3,0.078
2023,2,90,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I63: cerebraal infarct,I633: cerebraal infarct door trombose van cerebrale arteriën,I633,2,0.036
2023,1,85,A00-B99: infectieziekten en parasitaire aandoeningen,A30-A49: overige bacteriële ziekten,A49: bacteriële infectie van niet gespecificeerde lokalisatie,"A498: overige gespecificeerde bacteriële infecties, lokalisatie niet gespecificeerd",A498,6,0.168
2023,2,85,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W01: val op eenzelfde niveau door uitglijden en struikelen,,W01,2,0.0345
2023,1,65,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,W10: val op en van trappen en treden,,W10,6,0.1705
2023,2,95,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,"R57: shock, niet elders geclassificeerd",R570: cardiogene shock,R570,3,0.049
2023,1,80,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C76: maligne neoplasma van overige en slecht omschreven lokalisaties,C762: abdomen,C762,2,0.06
2023,1,80,V01-Y98: uitwendige oorzaken van ziekte en sterfte,V01-V99: vervoersongevallen,V19: wielrijder gewond bij overige en niet gespecificeerde vervoersongevallen,V199: wielrijder [elke] gewond bij niet gespecificeerd verkeersongeval,V199,1,0.03
2023,2,65,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C52: maligne neoplasma van vagina,,C52,1,0.0275
2023,2,70,M00-M99: ziekten van botspierstelsel en bindweefsel,M30-M36: systeemziekten van bindweefsel,M31: overige necrotiserende vaataandoeningen,M317: microscopische polyangiitis,M317,1,0.03
2023,1,45,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C18: maligne neoplasma van colon,C187: colon sigmoideum,C187,1,0.035
2023,1,40,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C10: maligne neoplasma van orofarynx,"C109: orofarynx, niet gespecificeerd",C109,1,0.035
2023,1,80,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X64: opzettelijke auto-intoxicatie door en opzettelijke blootstelling aan overige en niet gespecificeerde geneesmiddelen en biologische stoffen,,X64,1,0.03
2023,1,90,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D48: neoplasma met onzeker of onbekend gedrag van overige en niet gespecificeerde lokalisatie,"D489: neoplasma met onzeker of onbekend gedrag, niet gespecificeerd",D489,1,0.0384
2023,2,90,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I62: overige niet-traumatische intracraniale bloeding,"I629: intracraniale bloeding (niet-traumatisch), niet gespecificeerd",I629,26,0.4728
2023,2,60,V01-Y98: uitwendige oorzaken van ziekte en sterfte,W00-X59: overige uitwendige oorzaken van letsel door ongeval,X59: blootstelling aan niet gespecificeerde factor,X599: blootstelling aan niet gespecificeerde factor - niet gespecificeerde plaats,X599,2,0.054
2023,2,65,J00-J99: ziekten van ademhalingsstelsel,J80-J84: overige respiratoire aandoeningen die hoofdzakelijk interstitium aantasten,J84: overige interstitiële longziekten,J841: overige interstitiële longziekten met fibrose,J841,3,0.0825
2023,2,80,K00-K93: ziekten van spijsverteringsstelsel,K90-K93: overige ziekten van spijsverteringsstelsel,K92: overige ziekten van spijsverteringsstelsel,"K922: gastro-intestinale bloeding, niet gespecificeerd",K922,27,0.6175
2023,2,70,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D43: neoplasma met onzeker of onbekend gedrag van hersenen en centraal zenuwstelsel,"D432: hersenen, niet gespecificeerd",D432,5,0.14
2023,2,90,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I24: overige acute ischemische hartziekten,"I249: acute ischemische hartziekte, niet gespecificeerd",I249,11,0.2
2023,1,80,K00-K93: ziekten van spijsverteringsstelsel,K55-K64: overige ziekten van darmen,K63: overige darmziekten,K631: darmperforatie (niet-traumatisch),K631,6,0.1825
2023,2,90,I00-I99: ziekten van hart en vaatstelsel,"I70-I79: ziekten van arteriën, arteriolen en capillairen",I73: overige perifere vaatziekten,"I739: perifere vaatziekte, niet gespecificeerd",I739,15,0.2728
2023,2,80,K00-K93: ziekten van spijsverteringsstelsel,K70-K77: ziekten van lever,"K72: leverinsufficiëntie, niet elders geclassificeerd",K720: acute en subacute leverinsufficiëntie,K720,2,0.045
2023,1,55,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C71: maligne neoplasma van hersenen,C712: temporale kwab,C712,2,0.052
2023,1,45,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X69: opzettelijke auto-intoxicatie door en opzettelijke blootstelling aan overige en niet gespecificeerde chemicaliën en schadelijke stoffen,,X69,2,0.063
2023,2,90,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,"D47: overige neoplasmata met onzeker of onbekend gedrag van lymfoïd, hematopoëtisch en verwant weefsel",D472: monoclonale gammopathie,D472,2,0.036
2023,1,75,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C48: maligne neoplasma van retroperitoneale ruimte en peritoneum,C480: retroperitoneale ruimte,C480,1,0.032
2023,1,85,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E10: insuline-afhankelijke diabetes mellitus,E109: insuline-afhankelijke diabetes mellitus zonder complicaties,E109,1,0.0285
2023,1,95,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E10-E14: diabetes mellitus,E10: insuline-afhankelijke diabetes mellitus,E109: insuline-afhankelijke diabetes mellitus zonder complicaties,E109,1,0.0504
2023,2,50,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C48: maligne neoplasma van retroperitoneale ruimte en peritoneum,"C482: peritoneum, niet gespecificeerd",C482,1,0.028
2023,2,90,J00-J99: ziekten van ademhalingsstelsel,J60-J70: longaandoeningen door uitwendige agentia,J67: overgevoeligheidspneumonitis door organisch stof,J672: vogelfokkerslong,J672,1,0.0184
2023,1,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C46: kaposi-sarcoom,"C469: kaposi-sarcoom, niet gespecificeerd",C469,1,0.0285
2023,1,95,F00-F99: psychische stoornissen en gedragsstoornissen,"F99-F99: psychische stoornis, niet nader omschreven","F99: psychische stoornis, niet nader omschreven",,F99,1,0.0504
2023,1,60,I00-I99: ziekten van hart en vaatstelsel,I20-I25: ischemische hartziekten,I25: chronische ischemische hartziekte,I251: atherosclerotische hartziekte,I251,11,0.288
2023,1,85,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R95-R99: onvolledig omschreven en onbekende oorzaken van sterfte,R99: overige slecht omschreven en niet gespecificeerde oorzaken van sterfte,,R99,83,2.3145
2023,2,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C75: maligne neoplasma van andere endocriene klieren en verwante structuren,"C759: endocriene klier, niet gespecificeerd",C759,6,0.17
2023,1,80,C00-D48: nieuwvormingen,D37-D48: neoplasmata met onzeker of onbekend gedrag,D37: neoplasma met onzeker of onbekend gedrag van mondholte en tractus digestivus,D377: overige gespecificeerde organen van tractus digestivus,D377,4,0.1225
2023,1,65,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C02: maligne neoplasma van overige en niet gespecificeerde delen van tong,"C029: tong, niet gespecificeerd",C029,1,0.0275
2023,1,75,E00-E90: endocriene ziekten en voedings- en stofwisselingsstoornissen,E20-E35: aandoeningen van overige endocriene klieren,E27: overige bijnieraandoeningen,E272: addison-crisis,E272,1,0.032
2023,2,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C91: lymfatische leukemie,C910: acute lymfoblastenleukemie,C910,1,0.03
2023,1,55,"R00-R99: symptomen, afwijkende klinische bevindingen en laboratoriumuitslagen, niet elders geclassificeerd",R50-R69: algemene symptomen,"R57: shock, niet elders geclassificeerd","R579: shock, niet gespecificeerd",R579,1,0.026
2023,1,80,N00-N99: ziekten van urogenitaal stelsel,N17-N19: nierinsufficiëntie,N18: chronische nierziekte,"N189: chronische nierziekte, niet gespecificeerd",N189,29,0.88
2023,2,80,U00-U49: nieuwe oorzaken  -  nog niet geclassificeerd,U07-U12: covid-19,U07: covid-19 - virus geïdentificeerd,U071: covid-19 - virus geïdentificeerd,U071,80,1.8275
2023,1,80,K00-K93: ziekten van spijsverteringsstelsel,"K80-K87: aandoeningen van galblaas, galwegen en pancreas",K83: overige ziekten van galwegen,K830: cholangitis,K830,4,0.1225
2023,1,70,V01-Y98: uitwendige oorzaken van ziekte en sterfte,X60-X84: opzettelijk zichzelf schade toebrengen,X74: opzettelijk zichzelf schade toebrengen door schot van overige en niet gespecificeerde vuurwapens,,X74,6,0.185
2023,1,75,N00-N99: ziekten van urogenitaal stelsel,N10-N16: tubulo-interstitiële nierziekten,"N12: tubulo-interstitiële nefritis, niet gespecificeerd als acuut of chronisch",,N12,20,0.612
2023,2,60,I00-I99: ziekten van hart en vaatstelsel,I60-I69: cerebrovasculaire ziekten,I62: overige niet-traumatische intracraniale bloeding,"I629: intracraniale bloeding (niet-traumatisch), niet gespecificeerd",I629,4,0.108
2023,1,70,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C26: maligne neoplasma van overige en slecht omschreven delen van spijsverteringsstelsel,C269: slecht omschreven lokalisaties binnen spijsverteringsstelsel,C269,3,0.09
2023,1,85,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C07: maligne neoplasma van glandula parotidea,,C07,2,0.0555
2023,1,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C45: mesothelioom,C450: mesothelioom van pleura,C450,2,0.0768
2023,2,90,C00-D48: nieuwvormingen,C00-C97: maligne neoplasmata,C69: maligne neoplasma van oog en adnexen,C692: retina,C692,1,0.0184
